site,thedate,type,taskcode,Oxidation-Reduction Potential,pH,Turbidity,Dissolved Oxygen,Dissolved Oxygen Saturation
S01,2016-09-02T15:40:00Z,N,Baseflow,NA,NA,NA,NA,NA
S01,2016-09-02T15:45:00Z,N,Baseflow,1,1,1,4.05,0.459
S01,2016-09-02T16:00:00Z,N,Baseflow,1,1,1,4.02,0.456
S01,2016-09-02T16:10:00Z,N,Baseflow,1,1,1,4.29,0.486
S01,2017-09-24T09:06:00Z,N,Baseflow,NA,NA,NA,5.63,58
S01,2017-09-24T09:09:00Z,N,Baseflow,NA,NA,NA,5.77,59.3
S01,2017-09-24T09:10:00Z,FD,Baseflow,NA,NA,NA,NA,NA
S01,2017-09-24T09:10:00Z,N,Baseflow,NA,NA,NA,NA,NA
S01,2017-09-24T09:13:00Z,N,Baseflow,NA,NA,NA,5.54,57.1
S01,2017-09-07T15:40:00Z,N,Stormwater,NA,NA,NA,8.66,91.4
S01,2017-09-07T15:43:00Z,N,Stormwater,NA,NA,NA,8.5,89.9
S01,2017-09-07T15:46:00Z,N,Stormwater,NA,NA,NA,8.36,88.8
S01,2017-09-07T15:53:00Z,N,Stormwater,NA,NA,NA,NA,NA
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA
